SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,Module_Color,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared.name,Stress,TopologicalCoefficient,SNP
306426,5.44069823,0,0.18379994,0,1,11,false,0,uniprotkb:Q01705,10,1,0,0,0.70395345,false,0,uniprotkb:Q01705,0,0,No
306427,4.66523195,1.12434592602523e-05,0.21435161,0.16666667,11,10,false,0,uniprotkb:P51955,4.5,10,0,1,0.7556512,false,1,uniprotkb:P51955,1854,0.33333333,No
306428,4.52247728,0.000326770027310969,0.22111775,0.26666667,8,10,false,0,uniprotkb:O14641,8.66666667,8,0,2,0.76516818,false,0,uniprotkb:O14641,52878,0.20833333,No
306429,4.41582975,3.52144678049378e-05,0.22645801,0,3,10,false,0,uniprotkb:Q155Q3,9.5,3,0,1,0.77227802,false,0,uniprotkb:Q155Q3,10362,0.5,No
306430,4.6372549,2.31099447806744e-05,0.21564482,0,4,10,false,1,uniprotkb:Q9UQ84,18.66666667,4,0,1,0.75751634,false,0,uniprotkb:Q9UQ84,13162,0.35333333,Yes
306431,4.50765184,2.44340626995314e-05,0.22184499,0,4,10,false,1,uniprotkb:Q99708,7.66666667,4,0,1,0.76615654,false,0,uniprotkb:Q99708,9818,0.60606061,No
306432,4.99569584,0,0.20017231,1,2,11,false,0,uniprotkb:P03427,9.5,2,0,0,0.73362028,false,0,uniprotkb:P03427,0,0.55882353,No
306433,4.99450024,8.50139583779488e-07,0.20022023,0,3,11,false,0,uniprotkb:P15659,9,3,0,1,0.73369998,false,0,uniprotkb:P15659,158,0.57142857,No
306434,4.99330464,0.000698920424896216,0.20026817,0.1,8,11,false,0,uniprotkb:Q9DLK6,4.4,8,0,2,0.73377969,false,0,uniprotkb:Q9DLK6,249740,0.25333333,No
306435,5.99306552,0,0.16685951,0,1,12,false,0,uniprotkb:P03430,5,1,0,0,0.66712897,false,0,uniprotkb:P03430,0,0,No
306436,5.99306552,0,0.16685951,0,1,12,false,0,uniprotkb:Q6P2I0,5,1,0,0,0.66712897,false,0,uniprotkb:Q6P2I0,0,0,No
306437,5.02654232,0,0.19894391,0,6,10,false,0,uniprotkb:P04629,24,4,0,1,0.73156385,false,2,uniprotkb:P04629,0,0,Yes
306438,4.59038737,0,0.21784654,1,2,9,false,0,uniprotkb:Q9Y463,10,2,0,0,0.76064084,false,0,uniprotkb:Q9Y463,0,0.625,No
306439,5.87733142,0,0.17014525,0,4,11,false,0,uniprotkb:O95980,4,4,0,1,0.67484457,false,0,uniprotkb:O95980,0,0,No
306440,4.59827834,0,0.2174727,0,1,10,false,0,uniprotkb:Q6FI27,11,1,0,0,0.76011478,false,0,uniprotkb:Q6FI27,0,0,No
306441,4.16881875,4.03995948559338e-05,0.2398761,0.2,6,9,false,0,uniprotkb:P13489,7.16666667,6,0,0,0.78874542,false,0,uniprotkb:P13489,16666,0.26282051,No
306442,4.58967001,5.40043209335466e-06,0.21788059,0,2,10,false,0,uniprotkb:P22695,118,2,0,0,0.76068867,false,0,uniprotkb:P22695,2142,0.51091703,No
306443,3.65614538,0.00303987497781018,0.2735121,0.33333333,4,9,false,0,uniprotkb:P49411,203.5,4,0,0,0.82292364,false,0,uniprotkb:P49411,873848,0.25469925,No
306444,3.66212339,6.15631422187688e-05,0.27306562,0.66666667,3,9,false,1,uniprotkb:O75116,365.33333333,3,0,0,0.82252511,false,0,uniprotkb:O75116,12692,0.48776146,Yes
306445,1,0,1,1,4,1,false,-1,uniprotkb:P48039,2,4,0,2,1,false,0,uniprotkb:P48039,0,1,No
306446,1,0,1,1,4,1,false,-1,uniprotkb:O76081,2,4,0,2,1,false,0,uniprotkb:O76081,0,1,No
306447,1,0,1,1,4,1,false,-1,uniprotkb:P49286,2,4,0,2,1,false,0,uniprotkb:P49286,0,1,No
306448,4.82831181,1.30455067526553e-05,0.20711173,0,4,10,false,1,uniprotkb:Q99549,3,4,0,2,0.74477921,false,0,uniprotkb:Q99549,2216,0.5,No
306449,4.51052128,0.000796642550805292,0.22170386,0.2,11,10,false,0,uniprotkb:Q8N122,5.6,11,0,2,0.76596525,false,0,uniprotkb:Q8N122,182530,0.27368421,No
306450,5.0286944,0,0.19885877,0,1,10,false,0,uniprotkb:P62830,11,1,0,0,0.73142037,false,0,uniprotkb:P62830,0,0,No
306451,5.0286944,0,0.19885877,0,1,10,false,0,uniprotkb:P62751,11,1,0,0,0.73142037,false,0,uniprotkb:P62751,0,0,No
306452,5.18986131,0,0.19268338,0,3,9,false,0,uniprotkb:Q96Q42,15,3,0,1,0.72067591,false,0,uniprotkb:Q96Q42,0,0,No
306453,7.3938307,0,0.13524789,0,1,12,false,0,uniprotkb:Q9DBC7,4,1,0,0,0.57374462,false,0,uniprotkb:Q9DBC7,0,0,No
306454,4.95217599,9.84482111894595e-05,0.20193143,0,2,10,false,0,uniprotkb:P10644,15,2,0,0,0.7365216,false,0,uniprotkb:P10644,9854,0.5,No
306455,7.3938307,0,0.13524789,0,1,12,false,0,uniprotkb:Q3ULA2,4,1,0,0,0.57374462,false,0,uniprotkb:Q3ULA2,0,0,No
306456,7.3938307,0,0.13524789,0,1,12,false,0,uniprotkb:P10417,4,1,0,0,0.57374462,false,0,uniprotkb:P10417,0,0,No
306457,5.19177427,0,0.19261238,0,1,10,false,4,uniprotkb:P19447,9,1,0,0,0.72054838,false,0,uniprotkb:P19447,0,0,No
306458,4.53467241,0.000695666472196267,0.2205231,0.33333333,11,10,false,10,uniprotkb:P51572,8.66666667,11,0,2,0.76435517,false,0,uniprotkb:P51572,66956,0.36231884,No
306459,4.27642276,0.00180614002417088,0.2338403,0,7,9,false,1,uniprotkb:Q92993,12.5,7,0,1,0.78157182,false,0,uniprotkb:Q92993,295196,0.25555556,No
306460,4.99234816,0.000409256920687931,0.20030654,0,5,10,false,0,uniprotkb:P27797,5.66666667,5,0,2,0.73384346,false,0,uniprotkb:P27797,43252,0.33333333,No
306461,4.89550454,3.89659347171086e-05,0.20426904,0.66666667,10,10,false,10,uniprotkb:P17405,8.33333333,10,0,2,0.7402997,false,0,uniprotkb:P17405,1516,0.3968254,No
306462,4.3639407,0.000238840229154955,0.22915068,0.33333333,8,10,false,10,uniprotkb:P55210,29.33333333,8,0,1,0.77573729,false,0,uniprotkb:P55210,42802,0.3452381,Yes
306463,4.56623625,0.000953163512910428,0.21899874,0,2,10,false,0,uniprotkb:Q13308,18.5,2,0,0,0.76225092,false,0,uniprotkb:Q13308,123010,0.5,No
306464,1,0,1,0,3,1,false,-1,uniprotkb:Q64318,1,3,0,1,1,false,0,uniprotkb:Q64318,0,0,No
306465,1,0,1,0,3,1,false,-1,uniprotkb:O88712,1,3,0,1,1,false,0,uniprotkb:O88712,0,0,No
306466,4.26351028,0.000650612441115719,0.23454851,0.29411765,25,10,false,6,uniprotkb:P27694,8.35294118,25,0,3,0.78243265,false,0,uniprotkb:P27694,453200,0.16262976,No
306467,6.32329029,0,0.15814552,0,1,11,false,0,uniprotkb:Q9Y5S2,5,1,0,0,0.64511398,false,0,uniprotkb:Q9Y5S2,0,0,No
306468,4.41080823,0.00048919758802818,0.22671582,0.2,8,10,false,0,uniprotkb:P00441,5.5,8,0,2,0.77261278,false,0,uniprotkb:P00441,96356,0.21527778,No
306469,4.1539933,0.000615970461660733,0.24073221,0.33333333,8,9,false,0,uniprotkb:O95817,11.5,8,0,3,0.78973378,false,0,uniprotkb:O95817,93526,0.28125,No
306470,5.07843137,0,0.1969112,1,3,10,false,0,uniprotkb:Q8TCX1,5,3,0,1,0.72810458,false,0,uniprotkb:Q8TCX1,0,0.71428571,No
306471,4.31300813,5.32670922774917e-05,0.23185674,0,9,9,false,0,uniprotkb:P11413,5.5,7,0,2,0.77913279,false,2,uniprotkb:P11413,3908,0.5,No
306472,1,0,1,0,2,1,false,-1,uniprotkb:Q95SK9,1,2,0,1,1,false,0,uniprotkb:Q95SK9,0,0,No
306473,1,0,1,0,2,1,false,-1,uniprotkb:Q8MQJ7,1,2,0,1,1,false,0,uniprotkb:Q8MQJ7,0,0,No
306474,4.4057867,5.91169112159697e-05,0.22697422,0.66666667,5,10,false,0,uniprotkb:P51149,14,5,0,2,0.77294755,false,0,uniprotkb:P51149,9352,0.36842105,No
306475,5.20994739,0.00108395775226304,0.19194052,0,7,10,false,0,uniprotkb:P17542,2.8,7,0,2,0.71933684,false,0,uniprotkb:P17542,239180,0.2,No
306476,6.20970827,0,0.16103816,0,1,11,false,0,uniprotkb:P15923,5,1,0,0,0.65268612,false,0,uniprotkb:P15923,0,0,No
306477,6.20970827,0,0.16103816,0,1,11,false,0,uniprotkb:Q99081,5,1,0,0,0.65268612,false,0,uniprotkb:Q99081,0,0,No
306478,6.20970827,0,0.16103816,0,1,11,false,0,uniprotkb:P23771,5,1,0,0,0.65268612,false,0,uniprotkb:P23771,0,0,No
306479,4.1276901,0.00026360470452471,0.24226625,0,6,9,false,0,uniprotkb:Q8TEJ3,60.5,6,0,1,0.79148733,false,0,uniprotkb:Q8TEJ3,36924,0.50854701,No
306480,4.15901483,0,0.24044156,0,1,9,false,0,uniprotkb:Q7Z6J0,108,1,0,0,0.78939901,false,0,uniprotkb:Q7Z6J0,0,0,No
306481,3.94500239,5.55237459622704e-05,0.25348527,0,5,9,false,0,uniprotkb:Q9NYZ3,101,5,0,1,0.80366651,false,0,uniprotkb:Q9NYZ3,8280,0.34129693,No
306482,6.1480153,0,0.16265412,0,2,11,false,1,uniprotkb:Q8TF46-1,5,2,0,1,0.65679898,false,0,uniprotkb:Q8TF46-1,0,0,No
306483,5.02056432,0.00034791644979098,0.1991808,0,3,11,false,0,uniprotkb:B2GV24,16.5,3,0,1,0.73196238,false,0,uniprotkb:B2GV24,52324,0.5,No
306484,6.0203252,0,0.16610398,0,2,12,false,0,uniprotkb:Q96JB5,2,2,0,1,0.66531165,false,0,uniprotkb:Q96JB5,0,0,No
306485,2,3.32854771385773e-07,0.5,0,4,3,false,-1,uniprotkb:Q8TDN4,1.5,4,0,2,0.75,false,0,uniprotkb:Q8TDN4,8,0.5,No
306486,2.8,0,0.35714286,0,2,4,false,-1,uniprotkb:Q00535,2,2,0,1,0.55,false,0,uniprotkb:Q00535,0,0,No
306487,4.06791009,0,0.24582648,1,10,9,false,0,uniprotkb:Q8TAQ5,78.5,10,0,2,0.79547266,false,0,uniprotkb:Q8TAQ5,0,0.5130719,No
306488,5.83644189,0,0.17133727,0,4,10,false,0,uniprotkb:P53990,4,4,0,1,0.67757054,false,0,uniprotkb:P53990,0,0,No
306489,4.83668101,0.000358273504830837,0.20675335,0.33333333,8,9,false,0,uniprotkb:Q9Y6W3,12,8,0,2,0.74422127,false,0,uniprotkb:Q9Y6W3,71936,0.2797619,No
306490,1.5,0,0.66666667,0,1,2,false,-1,uniprotkb:Q14689,2,1,0,0,0.75,false,0,uniprotkb:Q14689,0,0,No
306491,1,8.32136928464434e-08,1,0,2,1,false,-1,uniprotkb:Q12841,1,2,0,0,1,false,0,uniprotkb:Q12841,2,0,No
306492,4.45719751,7.99027634266687e-05,0.22435622,0,3,10,false,0,uniprotkb:Q05823,9.5,3,0,1,0.76952017,false,0,uniprotkb:Q05823,8606,0.5,Yes
306493,3.92874223,0.000286133713066633,0.25453439,0,4,9,false,0,uniprotkb:Q9HB09-1,65,4,0,1,0.80475052,false,0,uniprotkb:Q9HB09-1,28478,0.5,No
306494,4.40602582,0,0.2269619,0,2,9,false,0,uniprotkb:Q9HB09-2,22,2,0,1,0.77293161,false,0,uniprotkb:Q9HB09-2,0,0,No
306495,4.28455285,0.000792151003143786,0.23339658,0,4,9,false,0,uniprotkb:Q8NFH8-2,32.66666667,4,0,1,0.78102981,false,0,uniprotkb:Q8NFH8-2,196828,0.3442029,No
306496,5.29196557,0.00034791644979098,0.1889657,0,2,10,false,0,uniprotkb:Q15628,3,2,0,0,0.71386896,false,0,uniprotkb:Q15628,70580,0.5,Yes
306497,5.17599235,0,0.19319967,0,3,10,false,1,uniprotkb:Q14192,14,3,0,1,0.72160051,false,0,uniprotkb:Q14192,0,0,Yes
306498,1,0,1,0,1,1,false,-1,uniprotkb:Q9H0R5,1,1,0,0,1,false,0,uniprotkb:Q9H0R5,0,0,No
306499,1,0,1,0,1,1,false,-1,uniprotkb:O95819,1,1,0,0,1,false,0,uniprotkb:O95819,0,0,No
306500,3.74318508,0.000811285548738137,0.26715217,0.31111111,25,9,false,0,uniprotkb:Q86V81,53,25,0,6,0.81712099,false,0,uniprotkb:Q86V81,249736,0.11092437,No
306501,4.58703969,9.24596587182704e-09,0.21800553,0.83333333,6,10,false,0,uniprotkb:Q7TMY4,7.25,6,0,2,0.76086402,false,0,uniprotkb:Q7TMY4,2,0.65909091,No
306502,4.58727881,0,0.21799416,1,3,10,false,0,uniprotkb:Q86W42,7.66666667,3,0,0,0.76084808,false,0,uniprotkb:Q86W42,0,0.6969697,No
306503,3.60306074,0.000636309606664838,0.27754181,0.44444444,12,9,false,0,uniprotkb:Q8NI27,98.66666667,12,0,3,0.82646262,false,0,uniprotkb:Q8NI27,323372,0.12473662,No
306504,4.72955524,0.000263857947232722,0.21143637,0,6,9,false,10,uniprotkb:Q9Y2R2,14,6,0,1,0.75136298,false,0,uniprotkb:Q9Y2R2,32652,0.5,No
306505,5.12027738,0,0.19530192,0,1,10,false,0,uniprotkb:Q13444,14,1,0,0,0.72531484,false,0,uniprotkb:Q13444,0,0,No
306506,4.76901004,5.56233216269176e-07,0.20968712,0,3,10,false,0,uniprotkb:Q969V5,9,3,0,1,0.74873266,false,0,uniprotkb:Q969V5,512,0.53333333,No
306507,5.02008608,0.00034791644979098,0.19919977,0.33333333,3,11,false,0,uniprotkb:O94966,12,3,0,0,0.73199426,false,0,uniprotkb:O94966,52324,0.35353535,Yes
306508,6.01984696,0,0.16611718,0,1,12,false,0,uniprotkb:Q6ISU1,3,1,0,0,0.66534354,false,0,uniprotkb:Q6ISU1,0,0,Yes
306509,4.89646102,1.87230808904498e-07,0.20422914,0.66666667,10,10,false,0,uniprotkb:Q8WV41,5.33333333,8,0,2,0.74023593,false,2,uniprotkb:Q8WV41,6,0.48484848,No
306510,4.89717838,0,0.20419922,1,4,10,false,0,uniprotkb:P42768,6.5,4,0,1,0.74018811,false,0,uniprotkb:P42768,0,0.65,No
306511,5.15829747,0,0.19386241,0,2,10,false,0,uniprotkb:P15531,2,2,0,1,0.72278017,false,0,uniprotkb:P15531,0,0,No
306512,4.71472979,0,0.21210123,0,2,10,false,0,uniprotkb:Q4KMG0,20,2,0,1,0.75235135,false,0,uniprotkb:Q4KMG0,0,0,Yes
306513,4.71472979,0,0.21210123,0,1,10,false,0,uniprotkb:O35158,20,1,0,0,0.75235135,false,0,uniprotkb:O35158,0,0,No
306514,3.89287422,0.00141966844133517,0.25687961,0.05882353,22,9,false,0,uniprotkb:P45973,7.70588235,22,0,3,0.80714172,false,0,uniprotkb:P45973,368488,0.08181204,No
306515,3.86800574,3.35959656944443e-05,0.25853116,0,2,9,false,1,uniprotkb:Q7Z3K3,287.5,2,0,0,0.80879962,false,0,uniprotkb:Q7Z3K3,23408,0.50351494,No
306516,3.8472023,0.00197636775816255,0.25992914,0,18,9,false,0,uniprotkb:Q9BXL5,8.66666667,18,0,1,0.81018651,false,0,uniprotkb:Q9BXL5,232418,0.08812261,No
306517,4.8926351,0,0.20438884,0,1,10,false,0,uniprotkb:Q7KZ85,17,1,0,0,0.74049099,false,0,uniprotkb:Q7KZ85,0,0,No
306518,4.68962219,0,0.21323679,1,6,10,false,0,uniprotkb:Q13112,14,6,0,3,0.75402519,false,0,uniprotkb:Q13112,0,0.46666667,No
306519,4.21640363,0.000829319075812118,0.23716894,0.10909091,14,9,false,0,uniprotkb:P68431,6.09090909,14,0,2,0.78557309,false,0,uniprotkb:P68431,101248,0.13419913,No
306520,5.21616451,0,0.19171174,0,1,10,false,0,uniprotkb:P49321-1,11,1,0,0,0.71892237,false,0,uniprotkb:P49321-1,0,0,No
306521,5.21616451,0,0.19171174,0,1,10,false,0,uniprotkb:P49321-2,11,1,0,0,0.71892237,false,0,uniprotkb:P49321-2,0,0,No
306522,4.64490674,2.16270249599147e-05,0.21528958,0,2,10,false,0,uniprotkb:O14929,21,2,0,0,0.75700622,false,0,uniprotkb:O14929,3692,0.51282051,No
306523,4.7434242,2.19245737514804e-06,0.21081817,0,2,10,false,0,uniprotkb:Q13185,8.5,2,0,0,0.75043839,false,0,uniprotkb:Q13185,828,0.53571429,No
306524,5.0286944,0,0.19885877,0,1,10,false,0,uniprotkb:Q8N6M7,11,1,0,0,0.73142037,false,0,uniprotkb:Q8N6M7,0,0,No
306525,1,0,1,0,1,1,false,-1,uniprotkb:O08915,1,1,0,0,1,false,0,uniprotkb:O08915,0,0,No
306526,1,0,1,0,1,1,false,-1,uniprotkb:P21279,1,1,0,0,1,false,0,uniprotkb:P21279,0,0,No
306527,4.15208034,0.000111144751700538,0.24084312,0,3,9,false,0,uniprotkb:Q5MJ70,58.5,3,0,1,0.78986131,false,0,uniprotkb:Q5MJ70,21816,0.50884956,No
306528,5.07651841,0,0.1969854,0,1,10,false,0,uniprotkb:Q96SB4-2,3,1,0,0,0.72823211,false,0,uniprotkb:Q96SB4-2,0,0,No
306529,5.07651841,0,0.1969854,0,1,10,false,0,uniprotkb:Q96SB4-3,3,1,0,0,0.72823211,false,0,uniprotkb:Q96SB4-3,0,0,No
306530,1.5,0,0.66666667,0,2,2,false,-1,uniprotkb:Q9UBK2,2,2,0,1,0.75,false,0,uniprotkb:Q9UBK2,0,0,No
306531,1,8.32136928464434e-08,1,0,4,1,false,-1,uniprotkb:P37231-2,1,4,0,2,1,false,0,uniprotkb:P37231-2,2,0,No
306532,1.5,0,0.66666667,0,2,2,false,-1,uniprotkb:P26662,2,2,0,1,0.75,false,0,uniprotkb:P26662,0,0,No
306533,4.15901483,0,0.24044156,0,1,9,false,0,uniprotkb:P46736,108,1,0,0,0.78939901,false,0,uniprotkb:P46736,0,0,No
306534,4.20492587,0.000300530724793108,0.23781632,0,5,9,false,0,uniprotkb:Q5VTR2,18,5,0,1,0.78633828,false,0,uniprotkb:Q5VTR2,49724,0.25373134,No
306535,5.1169297,0.000386563429515644,0.19542969,0.33333333,14,10,false,0,uniprotkb:P19878,2.5,14,0,4,0.72553802,false,0,uniprotkb:P19878,37300,0.45,Yes
306536,6.11669058,0,0.1634871,0,3,11,false,0,uniprotkb:Q15080,4,3,0,1,0.65888729,false,0,uniprotkb:Q15080,0,0,Yes
306537,4.64371114,0,0.21534501,0,1,10,false,1,uniprotkb:Q9UI08,8,1,0,0,0.75708592,false,0,uniprotkb:Q9UI08,0,0,No
306538,2.64285714,0,0.37837838,0,7,4,false,17,uniprotkb:Q12959-2,7,7,0,1,0.58928571,false,0,uniprotkb:Q12959-2,0,0,No
306539,7.44428503,0,0.13433123,0,1,12,false,0,uniprotkb:Q8QHK8,2,1,0,0,0.570381,false,0,uniprotkb:Q8QHK8,0,0,No
306540,6.44452415,0.00034791644979098,0.15517049,0,4,11,false,0,uniprotkb:Q6NRD3,3,4,0,1,0.63703172,false,0,uniprotkb:Q6NRD3,81144,0.5,No
306541,4.33692013,8.24720335632091e-06,0.23057838,0.33333333,7,9,false,0,uniprotkb:P78380,8,6,0,1,0.77753866,false,1,uniprotkb:P78380,940,0.35227273,No
306542,1,8.32136928464434e-08,1,0,2,1,false,-1,uniprotkb:Q8K382,1,2,0,0,1,false,0,uniprotkb:Q8K382,2,0,No
306543,1.5,0,0.66666667,0,1,2,false,-1,uniprotkb:Q62420,2,1,0,0,0.75,false,0,uniprotkb:Q62420,0,0,No
306544,1.5,0,0.66666667,0,1,2,false,-1,uniprotkb:Q9Z0R4,2,1,0,0,0.75,false,0,uniprotkb:Q9Z0R4,0,0,No
306545,4.64729794,0.000781981955997361,0.2151788,0.33333333,3,10,false,0,uniprotkb:Q13905,10.33333333,3,0,0,0.7568468,false,0,uniprotkb:Q13905,120354,0.35714286,No
306546,5.89670014,0,0.16958637,0,1,11,false,0,uniprotkb:P57075-2,2,1,0,0,0.67355332,false,0,uniprotkb:P57075-2,0,0,No
306547,5.5155428,0.00034791644979098,0.18130582,0,2,11,false,0,uniprotkb:P07766,3,2,0,0,0.69896381,false,0,uniprotkb:P07766,56870,0.5,No
306548,6.51530368,0,0.15348479,0,1,12,false,0,uniprotkb:Q8TE68,2,1,0,0,0.63231309,false,0,uniprotkb:Q8TE68,0,0,Yes
306549,5.02654232,0,0.19894391,0,2,10,false,0,uniprotkb:Q8IZP0-2,24,2,0,1,0.73156385,false,0,uniprotkb:Q8IZP0-2,0,0,No
306550,4.24390244,3.02473516418397e-05,0.23563218,0.16666667,4,9,false,0,uniprotkb:P03265,11,4,0,0,0.78373984,false,0,uniprotkb:P03265,16788,0.28378378,No
306551,5.40769967,7.10161579278825e-06,0.18492151,0,2,10,false,0,uniprotkb:Q12929,3,2,0,0,0.70615336,false,0,uniprotkb:Q12929,1308,0.5,Yes
306552,4.75274988,0,0.21040451,0,2,9,false,0,uniprotkb:P29353-1,23,2,0,1,0.74981667,false,0,uniprotkb:P29353-1,0,0,No
306553,5.26566236,0,0.18990963,1,3,11,false,0,uniprotkb:P62873,4,3,0,1,0.71562251,false,0,uniprotkb:P62873,0,0.8,No
306554,5.12027738,0,0.19530192,0,3,10,false,0,uniprotkb:Q9NP31,14,3,0,1,0.72531484,false,0,uniprotkb:Q9NP31,0,0,No
306555,4.5155428,0.000396272842146082,0.22145732,0,4,10,false,0,uniprotkb:Q9UNF0,9.5,4,0,2,0.76563048,false,0,uniprotkb:Q9UNF0,44926,0.5,No
306556,5.88235294,0,0.17,0,2,10,false,10,uniprotkb:Q9BY11,9,2,0,1,0.6745098,false,0,uniprotkb:Q9BY11,0,0,No
306557,5.88235294,0,0.17,0,2,10,false,10,uniprotkb:Q9UKS6,9,2,0,1,0.6745098,false,0,uniprotkb:Q9UKS6,0,0,No
306558,4.8974175,0,0.20418925,0,2,10,false,0,uniprotkb:B7UM88,10,2,0,1,0.74017217,false,0,uniprotkb:B7UM88,0,0,No
306559,4.8902439,9.13563884681288e-05,0.20448878,0,4,10,false,0,uniprotkb:Q9UQR1,9,4,0,1,0.74065041,false,0,uniprotkb:Q9UQR1,7384,0.53333333,No
306560,4.07771401,0,0.24523544,0,1,9,false,0,uniprotkb:Q96GM8,150,1,0,0,0.79481907,false,0,uniprotkb:Q96GM8,0,0,No
306561,5.20875179,0,0.19198458,0,4,10,false,0,uniprotkb:O94921,3,4,0,1,0.71941655,false,0,uniprotkb:O94921,0,0,No
306562,1,8.32136928464434e-08,1,0,3,1,false,-1,uniprotkb:P10636,1,3,0,1,1,false,0,uniprotkb:P10636,2,0,No
306563,1.5,0,0.66666667,0,2,2,false,-1,uniprotkb:P43004,2,2,0,1,0.75,false,0,uniprotkb:P43004,0,0,No
306564,5.2661406,0,0.18989239,0,1,10,false,0,uniprotkb:P52888,6,1,0,0,0.71559063,false,0,uniprotkb:P52888,0,0,No
306565,1,0,1,0,1,1,false,-1,uniprotkb:O15117,1,1,0,0,1,false,0,uniprotkb:O15117,0,0,Yes
306566,1,0,1,0,1,1,false,-1,uniprotkb:Q86WV1,1,1,0,0,1,false,0,uniprotkb:Q86WV1,0,0,Yes
306567,4.87517934,0.00193012887899983,0.20512066,0,8,10,false,0,uniprotkb:P02786,6.16666667,8,0,1,0.74165471,false,0,uniprotkb:P02786,403212,0.16666667,No
306568,4.71472979,0,0.21210123,0,5,10,false,0,uniprotkb:O43196,20,5,0,1,0.75235135,false,0,uniprotkb:O43196,0,0,No
306569,4.99067432,0,0.20037372,0,1,10,false,0,uniprotkb:O75293,7,1,0,0,0.73395505,false,0,uniprotkb:O75293,0,0,No
306570,4.53610713,0,0.22045335,0,1,10,false,0,uniprotkb:Q99469,10,1,0,0,0.76425952,false,0,uniprotkb:Q99469,0,0,No
306571,4.79220469,0,0.20867222,0,3,10,false,1,uniprotkb:P23508,6,3,0,1,0.74718635,false,0,uniprotkb:P23508,0,0,No
306572,5.7195122,0,0.17484009,0,1,11,false,1,uniprotkb:P50542,3,1,0,0,0.68536585,false,0,uniprotkb:P50542,0,0,No
306573,4.59493066,0.00057336053787345,0.21763114,0.3,8,10,false,0,uniprotkb:Q06187,3.4,8,0,2,0.76033796,false,0,uniprotkb:Q06187,228450,0.33333333,No
306574,4.35222382,0.000790304218262372,0.2297676,0.26666667,9,10,false,0,uniprotkb:Q99856,10.5,9,0,2,0.77651841,false,0,uniprotkb:Q99856,158900,0.21985816,No
306575,5.11621234,0.000288360456971213,0.19545709,0.5,4,10,false,0,uniprotkb:P15391,9.25,4,0,0,0.72558584,false,0,uniprotkb:P15391,107406,0.3,No
306576,5.25011956,0,0.19047185,1,5,11,false,0,uniprotkb:P01871,5,5,0,2,0.7166587,false,0,uniprotkb:P01871,0,0.55555556,No
306577,5.59469154,0,0.17874086,0,1,11,false,0,uniprotkb:Q14699,5,1,0,0,0.69368723,false,0,uniprotkb:Q14699,0,0,No
306578,3.70970827,0.000766670158151518,0.26956298,0.33333333,3,9,false,1,uniprotkb:P78347,362.66666667,3,0,0,0.81935278,false,0,uniprotkb:P78347,325496,0.48766263,No
306579,4.64753706,0,0.21516773,0,2,10,false,1,uniprotkb:Q13882,8,2,0,1,0.75683086,false,0,uniprotkb:Q13882,0,0,No
306580,4.64753706,0,0.21516773,0,1,10,false,1,uniprotkb:Q64434,8,1,0,0,0.75683086,false,0,uniprotkb:Q64434,0,0,No
306581,1,0,1,0,1,1,false,-1,uniprotkb:Q925Q9,1,1,0,0,1,false,0,uniprotkb:Q925Q9,0,0,No
306582,1,0,1,0,1,1,false,-1,uniprotkb:Q15811-2,1,1,0,0,1,false,0,uniprotkb:Q15811-2,0,0,No
306583,4.79053085,1.1157984094915e-05,0.20874513,0,5,10,false,0,uniprotkb:O15084,7,5,0,1,0.74729794,false,0,uniprotkb:O15084,450,0.5,No
306584,4.85365854,0,0.20603015,0,1,10,false,0,uniprotkb:Q15744,5,1,0,0,0.74308943,false,0,uniprotkb:Q15744,0,0,No
306585,1,0,1,0,1,1,false,-1,uniprotkb:A4GZ26,1,1,0,0,1,false,0,uniprotkb:A4GZ26,0,0,No
306586,1,0,1,0,1,1,false,-1,uniprotkb:Q8BKX1,1,1,0,0,1,false,0,uniprotkb:Q8BKX1,0,0,No
306587,6.40769967,0,0.15606225,0,3,11,false,0,uniprotkb:Q96QB1,4,3,0,1,0.63948669,false,0,uniprotkb:Q96QB1,0,0,Yes
306588,5.40793879,0.0010434997082944,0.18491334,0,7,10,false,0,uniprotkb:P20936,3,7,0,2,0.70613741,false,0,uniprotkb:P20936,141918,0.25,No
306589,5.16810139,0,0.19349466,0,1,10,false,0,uniprotkb:P35561,8,1,0,0,0.72212657,false,0,uniprotkb:P35561,0,0,No
306590,5.16810139,0,0.19349466,0,1,10,false,0,uniprotkb:Q9BG77,8,1,0,0,0.72212657,false,0,uniprotkb:Q9BG77,0,0,No
306591,1.78571429,2.57962447823974e-06,0.56,0,4,3,false,17,uniprotkb:O08560,3.75,4,0,0,0.80357143,false,0,uniprotkb:O08560,106,0.30555556,No
306592,2.71428571,0,0.36842105,0,1,4,false,17,uniprotkb:Q62936,4,1,0,0,0.57142857,false,0,uniprotkb:Q62936,0,0,No
306593,1,0,1,0,4,1,false,-1,uniprotkb:P04233,1,4,0,1,1,false,0,uniprotkb:P04233,0,0,No
306594,1,0,1,0,4,1,false,-1,uniprotkb:P61073,1,4,0,1,1,false,0,uniprotkb:P61073,0,0,No
