SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,Module_Color,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared.name,Stress,TopologicalCoefficient,SNP
304412,4.00693448,0.000601358009441177,0.24956734,0.16666667,11,9,false,0,uniprotkb:Q9Y2U5,59.5,11,0,1,0.7995377,false,0,uniprotkb:Q9Y2U5,153592,0.25877193,No
304413,4.58082257,0,0.2183014,0,3,9,false,0,uniprotkb:Q9UJM3,117,3,0,1,0.7612785,false,0,uniprotkb:Q9UJM3,0,0,No
304414,4.57747489,0.00243192017343731,0.21846106,0,2,9,false,0,uniprotkb:Q9H4L5,61.5,2,0,0,0.76150167,false,0,uniprotkb:Q9H4L5,617264,0.5,No
304415,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:O00750,117,1,0,0,0.7612785,false,0,uniprotkb:O00750,0,0,No
304416,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:O95685,117,1,0,0,0.7612785,false,0,uniprotkb:O95685,0,0,No
304417,4.51267336,0.000681248593207492,0.22159813,0,4,9,false,0,uniprotkb:Q9UBF8,44,4,0,1,0.76582178,false,0,uniprotkb:Q9UBF8,153996,0.34126984,No
304418,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:O94885,117,1,0,0,0.7612785,false,0,uniprotkb:O94885,0,0,Yes
304419,4.42922047,0.000750849585393213,0.22577336,0,5,9,false,0,uniprotkb:P17706,37.75,5,0,1,0.7713853,false,0,uniprotkb:P17706,141436,0.25699301,No
304420,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q9BRG2,117,1,0,0,0.7612785,false,0,uniprotkb:Q9BRG2,0,0,No
304421,4.09014825,0.00210272003228463,0.24448992,0.06666667,14,9,false,0,uniprotkb:Q9P0V3,25.5,12,0,2,0.79399012,false,2,uniprotkb:Q9P0V3,247608,0.1724537,No
304422,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q8NEM2,117,1,0,0,0.7612785,false,0,uniprotkb:Q8NEM2,0,0,No
304423,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:P78524,117,1,0,0,0.7612785,false,0,uniprotkb:P78524,0,0,No
304424,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q13470,117,1,0,0,0.7612785,false,0,uniprotkb:Q13470,0,0,No
304425,4.56049737,3.14308945643921e-05,0.21927433,0,7,9,false,0,uniprotkb:Q96IF1,60,7,0,2,0.76263351,false,0,uniprotkb:Q96IF1,1864,0.5,No
304426,4.11262554,0.00341728782331207,0.24315367,0.07142857,10,9,false,0,uniprotkb:Q02241,21.5,10,0,1,0.79249163,false,0,uniprotkb:Q02241,484382,0.12965839,No
304427,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:P30291,117,1,0,0,0.7612785,false,0,uniprotkb:P30291,0,0,No
304428,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q86YD1,117,1,0,0,0.7612785,false,0,uniprotkb:Q86YD1,0,0,No
304429,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q9NYL2,117,1,0,0,0.7612785,false,0,uniprotkb:Q9NYL2,0,0,No
304430,4.03252033,0.00021885617607071,0.24798387,0,2,9,false,0,uniprotkb:Q96J02-2,112.5,2,0,0,0.79783198,false,0,uniprotkb:Q96J02-2,118716,0.50681818,No
304431,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q96PU5-5,117,1,0,0,0.7612785,false,0,uniprotkb:Q96PU5-5,0,0,No
304432,5.02175992,0,0.19913337,0,1,10,false,0,uniprotkb:Q96PU5-4,2,1,0,0,0.73188267,false,0,uniprotkb:Q96PU5-4,0,0,No
304433,4.02199904,0.00034791644979098,0.24863258,0,2,9,false,0,uniprotkb:P31948,141,2,0,0,0.7985334,false,0,uniprotkb:P31948,72056,0.5,No
304434,4.50023912,0.000491789439064515,0.22221041,0,3,9,false,0,uniprotkb:P40818,46,3,0,0,0.76665073,false,0,uniprotkb:P40818,52950,0.33333333,No
304435,4.12745098,0.000579265509365341,0.24228029,0,5,9,false,0,uniprotkb:P56524,35,5,0,1,0.79150327,false,0,uniprotkb:P56524,85448,0.25185185,No
304436,4.55523673,0.000155075592602244,0.21952756,0,5,9,false,0,uniprotkb:Q8WUI4,61,5,0,1,0.76298422,false,0,uniprotkb:Q8WUI4,10670,0.5,No
304437,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q71H61,117,1,0,0,0.7612785,false,0,uniprotkb:Q71H61,0,0,No
304438,3.6085605,0.00108932925152383,0.27711881,0.33333333,3,9,false,1,uniprotkb:Q14966,400,3,0,0,0.82609597,false,0,uniprotkb:Q14966,585070,0.4729783,No
304439,4.29435677,0.000568942965061641,0.23286375,0,2,9,false,0,uniprotkb:O75592,106.5,2,0,0,0.78037622,false,0,uniprotkb:O75592,65646,0.5,No
304440,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q13049,117,1,0,0,0.7612785,false,0,uniprotkb:Q13049,0,0,No
304441,4.57651841,0.000608386766957825,0.21850671,0,4,9,false,0,uniprotkb:P33176,60,4,0,1,0.76156544,false,0,uniprotkb:P33176,65416,0.5,No
304442,4.58034433,5.907370672054e-06,0.2183242,0,2,9,false,0,uniprotkb:Q9H0B6,59.5,2,0,0,0.76131038,false,0,uniprotkb:Q9H0B6,1096,0.50431034,No
304443,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q07866,117,1,0,0,0.7612785,false,0,uniprotkb:Q07866,0,0,No
304444,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q99418,117,1,0,0,0.7612785,false,0,uniprotkb:Q99418,0,0,No
304445,3.50430416,0.00133803764962317,0.28536336,0.16666667,4,8,false,0,uniprotkb:P78406,240.5,4,0,0,0.83304639,false,0,uniprotkb:P78406,577894,0.27027027,No
304446,4.49354376,0.000187321492780166,0.22254151,0,4,9,false,0,uniprotkb:O15056,68.5,4,0,1,0.76709708,false,0,uniprotkb:O15056,13696,0.5,Yes
304447,4.10425634,0.000449566382413405,0.2436495,0,2,9,false,0,uniprotkb:O75494,140.5,2,0,0,0.79304958,false,0,uniprotkb:O75494,122112,0.50179856,No
304448,3.72835964,0.000862478492008725,0.26821447,0,3,9,false,1,uniprotkb:Q9UQ35,262,3,0,0,0.81810936,false,0,uniprotkb:Q9UQ35,391000,0.36452514,No
304449,3.30368245,0.00561989959685507,0.30269253,0.08888889,14,9,false,0,uniprotkb:Q00839,199.7,14,0,4,0.84642117,false,0,uniprotkb:Q00839,2969200,0.16171938,No
304450,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q9H1K1,117,1,0,0,0.7612785,false,0,uniprotkb:Q9H1K1,0,0,No
304451,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q92625,117,1,0,0,0.7612785,false,0,uniprotkb:Q92625,0,0,Yes
304452,4.26542324,0.000636143549889433,0.23444332,0.26666667,16,9,false,0,uniprotkb:P61962,30.5,16,0,2,0.78230512,false,0,uniprotkb:P61962,78504,0.19337607,No
304453,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q9Y2U9,117,1,0,0,0.7612785,false,0,uniprotkb:Q9Y2U9,0,0,No
304454,3.71664275,0.000554436792950057,0.26906003,0,2,9,false,0,uniprotkb:Q8WWI1,321,2,0,0,0.81889048,false,0,uniprotkb:Q8WWI1,278694,0.50473186,Yes
304455,5.40387374,0.00034791644979098,0.18505244,0,3,10,false,0,uniprotkb:P03496,1.5,3,0,1,0.70640842,false,0,uniprotkb:P03496,96426,0.5,No
304456,6.40363462,0,0.15616131,0,2,11,false,0,uniprotkb:O00459,2,2,0,1,0.63975769,false,0,uniprotkb:O00459,0,0,No
304457,1,0,1,0,1,1,false,-1,uniprotkb:Q9BYX4,1,1,0,0,1,false,0,uniprotkb:Q9BYX4,0,0,Yes
304458,1,0,1,0,1,1,false,-1,uniprotkb:P69284,1,1,0,0,1,false,0,uniprotkb:P69284,0,0,No
304459,5.91367767,0,0.16909951,0,1,11,false,0,uniprotkb:Q62245,4,1,0,0,0.67242149,false,0,uniprotkb:Q62245,0,0,No
304460,4.65997131,3.51488141927338e-05,0.2145936,0.5,5,10,false,0,uniprotkb:Q15047,9.75,5,0,1,0.75600191,false,0,uniprotkb:Q15047,5892,0.32758621,No
304461,4.28550933,0.000170298339788414,0.23334449,0.2,8,9,false,0,uniprotkb:Q9UIS9,13,8,0,1,0.78096604,false,0,uniprotkb:Q9UIS9,21224,0.1984127,No
304462,4.30511717,6.86272863238735e-06,0.23228172,0,2,9,false,0,uniprotkb:Q9Y6X2,12,2,0,0,0.77965886,false,0,uniprotkb:Q9Y6X2,2438,0.52380952,No
304463,3.88570062,0.00177055248758963,0.25735385,0.13186813,26,9,false,0,uniprotkb:Q13111,25.42857143,24,0,4,0.80761996,false,2,uniprotkb:Q13111,239724,0.07854918,No
304464,4.34648494,0.000164322558599683,0.23007097,0,6,10,false,0,uniprotkb:O75925,23.5,6,0,2,0.776901,false,0,uniprotkb:O75925,47854,0.25568182,No
304465,4.15805835,0.000695666472196267,0.24049687,0,2,9,false,0,uniprotkb:P02794,55,2,0,0,0.78946278,false,0,uniprotkb:P02794,82820,0.5,No
304466,4.68651363,0,0.21337823,0,1,10,false,0,uniprotkb:Q27957,10,1,0,0,0.75423242,false,0,uniprotkb:Q27957,0,0,No
304467,5.44763271,0.000802922407185072,0.18356597,0,2,10,false,0,uniprotkb:O94811,2.5,2,0,0,0.70349115,false,0,uniprotkb:O94811,188322,0.5,No
304468,4.45193687,0.00115463360599277,0.22462133,0,6,9,false,0,uniprotkb:P37840,4,5,0,1,0.76987088,false,1,uniprotkb:P37840,298512,0.33333333,No
304469,3.58201817,0.00109265438110583,0.27917223,0.26666667,9,9,false,1,uniprotkb:O75821,184.66666667,9,0,1,0.82786546,false,0,uniprotkb:O75821,222698,0.24469496,No
304470,4.16260163,0.0010431637061276,0.24023437,0,7,9,false,1,uniprotkb:O95831,74.5,7,0,1,0.78915989,false,0,uniprotkb:O95831,241402,0.25971731,No
304471,4.13342898,0.00190087833183149,0.24192989,0.0952381,8,9,false,0,uniprotkb:P46934,20.42857143,8,0,1,0.79110473,false,0,uniprotkb:P46934,409094,0.15635546,Yes
304472,4.1133429,3.20154388589455e-05,0.24311127,0.33333333,4,9,false,0,uniprotkb:O15350-8,43,4,0,1,0.79244381,false,0,uniprotkb:O15350-8,18462,0.35854342,No
304473,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q6N089,117,1,0,0,0.7612785,false,0,uniprotkb:Q6N089,0,0,No
304474,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q9H4B6,117,1,0,0,0.7612785,false,0,uniprotkb:Q9H4B6,0,0,No
304475,4.57627929,0.0002169371895855,0.21851813,0.33333333,4,9,false,0,uniprotkb:Q96ES7,32,4,0,0,0.76158138,false,0,uniprotkb:Q96ES7,36952,0.26239669,No
304476,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q8N236,117,1,0,0,0.7612785,false,0,uniprotkb:Q8N236,0,0,No
304477,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q6DT37,117,1,0,0,0.7612785,false,0,uniprotkb:Q6DT37,0,0,No
304478,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q86YV5,117,1,0,0,0.7612785,false,0,uniprotkb:Q86YV5,0,0,No
304479,4.51649928,5.59172710478194e-05,0.22141042,0,2,9,false,0,uniprotkb:Q96F86,64.5,2,0,0,0.76556671,false,0,uniprotkb:Q96F86,19554,0.51209677,No
304480,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q3KP66,117,1,0,0,0.7612785,false,0,uniprotkb:Q3KP66,0,0,No
304481,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q70EL4,117,1,0,0,0.7612785,false,0,uniprotkb:Q70EL4,0,0,No
304482,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q9H6H4,117,1,0,0,0.7612785,false,0,uniprotkb:Q9H6H4,0,0,No
304483,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q6P1L5,117,1,0,0,0.7612785,false,0,uniprotkb:Q6P1L5,0,0,No
304484,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q14153,117,1,0,0,0.7612785,false,0,uniprotkb:Q14153,0,0,No
304485,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:O60269,117,1,0,0,0.7612785,false,0,uniprotkb:O60269,0,0,No
304486,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q86VP3,117,1,0,0,0.7612785,false,0,uniprotkb:Q86VP3,0,0,No
304487,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q9Y2I8,117,1,0,0,0.7612785,false,0,uniprotkb:Q9Y2I8,0,0,No
304488,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q6ICG6,117,1,0,0,0.7612785,false,0,uniprotkb:Q6ICG6,0,0,No
304489,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q9UPU9,117,1,0,0,0.7612785,false,0,uniprotkb:Q9UPU9,0,0,No
304490,4.01219512,0.000956426917221234,0.24924012,0.13333333,21,9,false,0,uniprotkb:Q6R327,17.5,21,0,2,0.79918699,false,0,uniprotkb:Q6R327,220646,0.114,No
304491,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q6NUK4,117,1,0,0,0.7612785,false,0,uniprotkb:Q6NUK4,0,0,No
304492,4.58034433,0.00034791644979098,0.2183242,0,2,9,false,0,uniprotkb:Q5EBL8,59,2,0,0,0.76131038,false,0,uniprotkb:Q5EBL8,77172,0.5,No
304493,4.78192253,0.00110315745738466,0.20912091,0,5,10,false,0,uniprotkb:O60603,9,5,0,0,0.74787183,false,0,uniprotkb:O60603,118436,0.20512821,No
304494,5.02343376,0.000422450938943552,0.19906702,0.14285714,7,10,false,0,uniprotkb:Q99836,3.85714286,7,0,0,0.73177108,false,0,uniprotkb:Q99836,83454,0.23469388,No
304495,4.8974175,5.24576140891051e-05,0.20418925,0,4,10,false,0,uniprotkb:O00206,16.5,3,0,0,0.74017217,false,1,uniprotkb:O00206,14786,0.51666667,Yes
304496,1,0,1,0,1,1,false,-1,uniprotkb:Q6ZWS8,1,1,0,0,1,false,0,uniprotkb:Q6ZWS8,0,0,No
304497,1,0,1,0,1,1,false,-1,uniprotkb:P52946,1,1,0,0,1,false,0,uniprotkb:P52946,0,0,No
304498,5.08895265,0,0.19650409,0,1,11,false,0,uniprotkb:Q9H4Z3,14,1,0,0,0.72740316,false,0,uniprotkb:Q9H4Z3,0,0,No
304499,4.11716882,6.05700271175807e-05,0.24288535,0,5,9,false,0,uniprotkb:Q9EPK8,61,5,0,2,0.79218875,false,0,uniprotkb:Q9EPK8,13404,0.52173913,No
304500,4.15901483,0,0.24044156,0,1,9,false,0,uniprotkb:Q9QUQ5-2,108,1,0,0,0.78939901,false,0,uniprotkb:Q9QUQ5-2,0,0,No
304501,4.94285031,0,0.20231242,0,2,10,false,0,uniprotkb:Q9NYA1,16,2,0,1,0.73714331,false,0,uniprotkb:Q9NYA1,0,0,No
304502,3.9713056,0.000492449231166041,0.25180636,0.33333333,6,9,false,0,uniprotkb:Q15154,100.66666667,6,0,1,0.80191296,false,0,uniprotkb:Q15154,56942,0.33896396,No
304503,4.4784792,2.97381760343558e-06,0.22329008,0.66666667,3,9,false,0,uniprotkb:Q8N4C6,14,3,0,0,0.76810139,false,0,uniprotkb:Q8N4C6,2476,0.4375,No
304504,4.27833572,0.000511921691458281,0.23373575,0.06666667,9,9,false,0,uniprotkb:Q96G01,7.66666667,9,0,2,0.78144429,false,0,uniprotkb:Q96G01,149210,0.20588235,No
304505,3.84935438,0.00301305957811428,0.25978382,0.03030303,16,9,false,0,uniprotkb:Q14203,50.33333333,16,0,4,0.81004304,false,0,uniprotkb:Q14203,1060484,0.08608218,No
304506,3.59134385,0.00209991375202688,0.2784473,0.11111111,12,9,false,0,uniprotkb:P23258,127.11111111,12,0,1,0.82724374,false,0,uniprotkb:P23258,533230,0.16316316,No
304507,3.91630799,0.00222776843738178,0.25534253,0,11,9,false,0,uniprotkb:O14576,19.66666667,11,0,2,0.80557947,false,0,uniprotkb:O14576,307344,0.11451943,No
304508,3.70564323,0.000539354268475251,0.26985868,0.16666667,4,9,false,0,uniprotkb:Q13561,273.75,4,0,0,0.81962378,false,0,uniprotkb:Q13561,251150,0.36579652,No
304509,3.82592061,0.00433702124089205,0.261375,0.06666667,41,9,false,3,uniprotkb:O35593,6.675,41,0,1,0.81160529,false,0,uniprotkb:O35593,2466782,0.06386139,No
304510,4.82568149,0,0.20722462,0,1,10,false,3,uniprotkb:Q96DE8,40,1,0,0,0.74495457,false,0,uniprotkb:Q96DE8,0,0,No
304511,4.241033,0.000126228488103669,0.23579161,0.4,5,10,false,3,uniprotkb:P28072,50.8,5,0,0,0.78393113,false,0,uniprotkb:P28072,60772,0.23755869,No
304512,4.82568149,0,0.20722462,0,1,10,false,3,uniprotkb:P54652,40,1,0,0,0.74495457,false,0,uniprotkb:P54652,0,0,No
304513,4.75035868,0,0.21051042,1,3,10,false,3,uniprotkb:P49721,24,3,0,0,0.74997609,false,0,uniprotkb:P49721,0,0.57142857,No
304514,3.43854615,0.00327601912702196,0.29082058,0.03571429,8,9,false,0,uniprotkb:P11021,182.625,8,0,0,0.83743026,false,0,uniprotkb:P11021,1727526,0.17971838,No
304515,4.82568149,0,0.20722462,0,1,10,false,3,uniprotkb:P51665,40,1,0,0,0.74495457,false,0,uniprotkb:P51665,0,0,No
304516,4.75035868,0,0.21051042,1,3,10,false,3,uniprotkb:P49720,24,3,0,0,0.74997609,false,0,uniprotkb:P49720,0,0.57142857,No
304517,4.75035868,0,0.21051042,1,3,10,false,3,uniprotkb:P28070,24,3,0,0,0.74997609,false,0,uniprotkb:P28070,0,0.57142857,No
304518,4.46939264,1.63203001385825e-05,0.22374405,0,2,10,false,0,uniprotkb:Q14997,53,2,0,0,0.76870716,false,0,uniprotkb:Q14997,13126,0.51485149,No
304519,4.71018651,9.20891566183197e-06,0.21230582,0.5,6,10,false,3,uniprotkb:P25789,18.75,6,0,1,0.75265423,false,0,uniprotkb:P25789,1600,0.43023256,No
304520,4.75035868,0,0.21051042,1,4,10,false,3,uniprotkb:P25786,24,4,0,1,0.74997609,false,0,uniprotkb:P25786,0,0.57142857,No
304521,3.81563845,0.00050550694079392,0.26207934,0,4,9,false,0,uniprotkb:Q9H4B7,152.25,4,0,0,0.81229077,false,0,uniprotkb:Q9H4B7,137062,0.25679117,No
304522,4.07771401,0,0.24523544,0,3,9,false,0,uniprotkb:P22736,150,3,0,1,0.79481907,false,0,uniprotkb:P22736,0,0,No
304523,4.03156385,0.00256945598217652,0.2480427,0.04761905,10,9,false,0,uniprotkb:P07550,22.57142857,10,0,3,0.79789574,false,0,uniprotkb:P07550,404716,0.14868805,Yes
304524,3.39359158,0.00344040682494358,0.29467306,0.14545455,16,8,false,1,uniprotkb:P12956,131.36363636,16,0,3,0.84042723,false,0,uniprotkb:P12956,1941078,0.12035029,No
304525,3.67670971,0.00194696835020036,0.27198231,0.16363636,22,9,false,1,uniprotkb:P13010,52.45454545,22,0,7,0.82155269,false,0,uniprotkb:P13010,540744,0.10514786,No
304526,4.03754185,0.000621362286358709,0.24767545,0,8,9,false,0,uniprotkb:Q86TM6,54,8,0,3,0.79749721,false,0,uniprotkb:Q86TM6,40288,0.33544304,No
304527,4.5263032,0,0.22093085,0,2,10,false,0,uniprotkb:Q8N9B5,32,2,0,1,0.76491312,false,0,uniprotkb:Q8N9B5,0,0,No
304528,4.5263032,0,0.22093085,0,1,10,false,0,uniprotkb:Q9QXM1,32,1,0,0,0.76491312,false,0,uniprotkb:Q9QXM1,0,0,No
304529,4.4010043,0.000298294406219105,0.22722086,0.1,8,10,false,0,uniprotkb:P10244,6.4,8,0,1,0.77326638,false,0,uniprotkb:P10244,57326,0.232,No
304530,4.96939264,1.44237463167359e-05,0.20123184,0.33333333,6,10,false,0,uniprotkb:Q5TKA1,5.66666667,6,0,1,0.73537382,false,0,uniprotkb:Q5TKA1,2276,0.38095238,No
304531,6.09469154,2.89689783121012e-05,0.16407721,0,5,11,false,0,uniprotkb:Q9HB75,3,4,0,1,0.6603539,false,1,uniprotkb:Q9HB75,3124,0.5,No
304532,5.79292205,7.6936514345346e-05,0.17262445,0,3,11,false,0,uniprotkb:P78560,13,3,0,1,0.68047186,false,0,uniprotkb:P78560,8014,0.5,No
304533,5.29961741,0.000315386135997839,0.18869287,0,7,10,false,0,uniprotkb:Q13546,3.25,7,0,1,0.71335884,false,0,uniprotkb:Q13546,28266,0.28125,No
304534,5.69727403,0.000188885503198933,0.17552254,0.13333333,10,11,false,15,uniprotkb:P07237,7.5,10,0,3,0.6868484,false,0,uniprotkb:P07237,30218,0.2,No
304535,5.76064084,2.15603554080669e-06,0.1735918,0.66666667,6,11,false,15,uniprotkb:Q96HE7,12.66666667,6,0,2,0.68262394,false,0,uniprotkb:Q96HE7,374,0.39583333,No
304536,5.68292683,8.24783931881874e-05,0.17596567,0.33333333,4,11,false,15,uniprotkb:P13667,11.25,4,0,0,0.68780488,false,0,uniprotkb:P13667,14584,0.2972973,No
304537,5.77905308,0,0.17303873,0,1,11,false,15,uniprotkb:O15533,28,1,0,0,0.68139646,false,0,uniprotkb:O15533,0,0,Yes
304538,5.77905308,0,0.17303873,0,1,11,false,15,uniprotkb:Q02809,28,1,0,0,0.68139646,false,0,uniprotkb:Q02809,0,0,No
304539,5.77905308,0,0.17303873,0,1,11,false,15,uniprotkb:P08582,28,1,0,0,0.68139646,false,0,uniprotkb:P08582,0,0,No
304540,5.77857484,0.00034791644979098,0.17305305,0,2,11,false,15,uniprotkb:Q9Y4K0,14.5,2,0,0,0.68142834,false,0,uniprotkb:Q9Y4K0,49762,0.5,No
304541,5.56312769,6.48131110060447e-05,0.179755,0,2,10,false,0,uniprotkb:P23229,25.5,2,0,0,0.69579149,false,0,uniprotkb:P23229,14954,0.5326087,No
304542,5.56312769,6.48131110060447e-05,0.179755,0,2,10,false,0,uniprotkb:O14672,25.5,2,0,0,0.69579149,false,0,uniprotkb:O14672,14954,0.5326087,No
304543,5.77857484,0.00034791644979098,0.17305305,0,3,11,false,15,uniprotkb:P10909,14.5,3,0,1,0.68142834,false,0,uniprotkb:P10909,49762,0.5,No
304544,5.7780966,0.000695666472196267,0.17306737,0,2,11,false,15,uniprotkb:P01130,15,2,0,0,0.68146023,false,0,uniprotkb:P01130,99520,0.5,No
304545,5.77905308,0,0.17303873,0,1,11,false,15,uniprotkb:Q9UIW2,28,1,0,0,0.68139646,false,0,uniprotkb:Q9UIW2,0,0,No
304546,5.77905308,0,0.17303873,0,1,11,false,15,uniprotkb:Q12805,28,1,0,0,0.68139646,false,0,uniprotkb:Q12805,0,0,No
304547,5.77905308,0,0.17303873,0,1,11,false,15,uniprotkb:P07942,28,1,0,0,0.68139646,false,0,uniprotkb:P07942,0,0,No
304548,5.77905308,0,0.17303873,0,1,11,false,15,uniprotkb:P12111,28,1,0,0,0.68139646,false,0,uniprotkb:P12111,0,0,Yes
304549,5.77905308,0,0.17303873,0,1,11,false,15,uniprotkb:P11047,28,1,0,0,0.68139646,false,0,uniprotkb:P11047,0,0,No
304550,5.77905308,0,0.17303873,0,1,11,false,15,uniprotkb:Q8N8Z6,28,1,0,0,0.68139646,false,0,uniprotkb:Q8N8Z6,0,0,No
304551,5.77905308,0,0.17303873,0,1,11,false,15,uniprotkb:P26006,28,1,0,0,0.68139646,false,0,uniprotkb:P26006,0,0,No
304552,4.60999522,0.00186811852207554,0.21691996,0,4,10,false,0,uniprotkb:P18084,10.25,4,0,0,0.75933365,false,0,uniprotkb:P18084,265488,0.25694444,No
304553,4.95480631,0.00192741422141813,0.20182424,0.1,6,10,false,0,uniprotkb:P05556,16.8,6,0,1,0.73634625,false,0,uniprotkb:P05556,267230,0.21315789,No
304554,5.77905308,0,0.17303873,0,1,11,false,15,uniprotkb:Q13753,28,1,0,0,0.68139646,false,0,uniprotkb:Q13753,0,0,No
304555,5.77905308,0,0.17303873,0,1,11,false,15,uniprotkb:Q13751,28,1,0,0,0.68139646,false,0,uniprotkb:Q13751,0,0,No
304556,5.77905308,0,0.17303873,0,1,11,false,15,uniprotkb:O00468,28,1,0,0,0.68139646,false,0,uniprotkb:O00468,0,0,No
304557,4.15901483,0,0.24044156,0,1,9,false,0,uniprotkb:P05362,108,1,0,0,0.78939901,false,0,uniprotkb:P05362,0,0,Yes
304558,1,0,1,0,3,1,false,-1,uniprotkb:Q86YJ5,1,2,0,0,1,false,1,uniprotkb:Q86YJ5,0,0,No
304559,1,0,1,0,1,1,false,-1,uniprotkb:P07339,1,1,0,0,1,false,0,uniprotkb:P07339,0,0,No
304560,5.6480153,8.38874028917818e-05,0.17705334,0,4,11,false,4,uniprotkb:Q64702,21.5,3,0,0,0.69013231,false,1,uniprotkb:Q64702,29468,0.58571429,No
304561,3.86489718,0.00920473772333628,0.2587391,0.00568182,33,9,false,0,uniprotkb:P01023,3.51515152,33,0,0,0.80900685,false,0,uniprotkb:P01023,2055816,0.04393939,Yes
304562,3.43424199,0.00808729963977965,0.29118507,0.05494505,16,9,false,0,uniprotkb:P60709,91.21428571,16,0,2,0.8377172,false,0,uniprotkb:P60709,3091972,0.10242131,No
304563,3.66499283,0.00637073494377482,0.27285183,0.09473684,25,9,false,0,uniprotkb:P05141,37.7,25,0,3,0.82233381,false,0,uniprotkb:P05141,1616694,0.0659894,No
304564,4.06671449,0.00243343304391678,0.24589875,0,6,9,false,0,uniprotkb:P12236,105.2,6,0,1,0.79555237,false,0,uniprotkb:P12236,657946,0.2685567,No
304565,4.86465806,0,0.20556429,0,1,10,false,0,uniprotkb:P21397,33,1,0,0,0.74235613,false,0,uniprotkb:P21397,0,0,No
304566,4.86465806,0,0.20556429,0,1,10,false,0,uniprotkb:P05090,33,1,0,0,0.74235613,false,0,uniprotkb:P05090,0,0,No
304567,3.96819703,0.000778049218989139,0.25200362,0,2,9,false,0,uniprotkb:Q9NVJ2,157,2,0,0,0.8021202,false,0,uniprotkb:Q9NVJ2,68234,0.5,No
304568,4.86465806,0,0.20556429,0,1,10,false,0,uniprotkb:Q13510,33,1,0,0,0.74235613,false,0,uniprotkb:Q13510,0,0,No
304569,4.04710665,0.00254806472266353,0.2470901,0.3,6,9,false,0,uniprotkb:P25705,72.4,6,0,1,0.79685956,false,0,uniprotkb:P25705,394784,0.21235294,No
304570,3.89287422,0.00184640309343243,0.25687961,0.2,5,9,false,0,uniprotkb:P06576,72.6,5,0,0,0.80714172,false,0,uniprotkb:P06576,448328,0.20867052,No
304571,4.86465806,0,0.20556429,0,1,10,false,0,uniprotkb:P16278,33,1,0,0,0.74235613,false,0,uniprotkb:P16278,0,0,Yes
304572,4.86465806,0,0.20556429,0,1,10,false,0,uniprotkb:P08236,33,1,0,0,0.74235613,false,0,uniprotkb:P08236,0,0,No
304573,4.86465806,0,0.20556429,0,1,10,false,0,uniprotkb:Q9Y6Q1,33,1,0,0,0.74235613,false,0,uniprotkb:Q9Y6Q1,0,0,No
304574,4.86465806,0,0.20556429,0,1,10,false,0,uniprotkb:P20160,33,1,0,0,0.74235613,false,0,uniprotkb:P20160,0,0,No
304575,4.86465806,0,0.20556429,0,1,10,false,0,uniprotkb:P08311,33,1,0,0,0.74235613,false,0,uniprotkb:P08311,0,0,No
